週間,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
9/1〜10/5,0.214,20,65,56,7,12,2,1,2,22,6,13,7,0,0,2,0,2,0,1,0.302,0.393,0.694
