打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,90,27,0.3,3,26,4,2,1,0.326
2打席目,91,29,0.319,2,18,3,3,0,0.34
3打席目,83,16,0.193,0,23,7,1,0,0.256
4打席目,48,12,0.25,1,13,7,2,0,0.345
5打席目以上,11,2,0.182,0,3,1,0,0,0.25
