左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
23.0% (56),23.0% (56),23.0% (56),23.8% (58),23.8% (58),23.8% (58),53.3% (130),53.3% (130),53.3% (130)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
12.5% (10),0.0% (0),29.1% (46),20.0% (16),0.0% (0),26.6% (42),67.5% (54),100.0% (6),44.3% (70)
