打率.259,試合108,打席364,打数332,得点41,安打86,内安3,内安率3.5,２Ｂ17,３Ｂ3,本塁6,HR勝敗4-1-1,塁打127,打点30,三振86
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
23,1,0,8,1,3,0,100.0,5,0,1,.225,.306,.383,.689
