球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,625,41.3%,147.7,46,121,146,193,50.1%,14.8%,.264,140,37,3,24,12,0
スライダー,214,14.1%,129.6,32,41,27,85,46.7%,36.4%,.217,46,10,0,19,3,0
カーブ,131,8.7%,117.9,2,41,18,57,46.6%,6.1%,.188,16,3,1,3,2,0
フォーク,129,8.5%,136.3,28,11,24,48,48.8%,40.0%,.216,37,8,0,19,1,0
チェンジアップ,120,7.9%,132.6,14,14,19,56,39.2%,28.0%,.250,20,5,0,5,1,0
カットボール,117,7.7%,138.4,9,23,23,38,47.0%,16.1%,.240,25,6,1,2,0,0
スプリット,63,4.2%,137.8,13,3,11,24,42.9%,36.1%,.278,18,5,0,6,1,0
シンカー,33,2.2%,131.6,5,4,9,7,54.5%,22.7%,.500,10,5,0,3,0,0
縦スライダー,30,2.0%,129.7,1,7,5,12,43.3%,9.1%,.333,6,2,0,1,0,0
ツーシーム,22,1.5%,143.4,2,1,8,6,50.0%,13.3%,.500,6,3,1,1,1,0
ナックルカーブ,14,0.9%,123.1,2,3,0,5,35.7%,33.3%,.400,5,2,0,1,0,0
パワーカーブ,7,0.5%,122.6,0,3,0,4,42.9%,-%,.000,1,0,0,1,0,0
シュート,7,0.5%,140.3,1,1,0,4,28.6%,50.0%,.000,2,0,0,1,1,0
パーム,1,0.1%,128.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
