条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.275,264,240,66,11,2,4,59,19,0,4,1
対左投手,0.217,100,92,20,6,1,2,27,4,0,4,0
