アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,56,22.2%,安打,86,76.1%
フライ,103,40.9%,四死球,23,20.4%
空三振,75,29.8%,失策出塁,3,2.7%
見三振,11,4.4%,野選,1,0.9%
犠打,7,2.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
