背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS,詳細URL,nf3_player_id
8,丸佳浩,左,.267,90,369,326,30,87,3,3.4,19,3,6,4-2-0,130,26,57,40,5,0,1,2,5,4,55.6,3,0,5,.246,.345,.399,.744,https://nf3.sakura.ne.jp/Central/G/f/8_stat.htm,
