条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.250,8,8,2,1,0,0,0,0,0,0,0,0.25
1-0より,.375,9,8,3,0,0,0,0,0,1,0,0,0.444
2-0より,.000,1,1,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.429,7,7,3,0,0,0,0,0,0,0,0,0.429
1-1より,.400,5,5,2,0,0,1,0,0,0,0,0,0.4
2-1より,.400,5,5,2,0,0,1,0,0,0,0,0,0.4
3-1より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-2より,.286,8,7,2,0,0,0,2,0,1,0,0,0.375
1-2より,.111,9,9,1,0,0,0,3,0,0,0,0,0.111
2-2より,.000,10,9,0,0,0,0,5,0,1,0,0,0.1
3-2より,.000,16,11,0,0,0,0,7,5,0,0,0,0.313
