球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,140,44.7%,147.8,9,25,32,50,47.1%,13.8%,.207,29,6,2,5,3,2
スプリット,28,8.9%,141.9,7,3,2,11,42.9%,50.0%,.125,8,1,0,3,0,0
スライダー,26,8.3%,132.7,6,4,2,11,46.2%,54.5%,.200,5,1,0,2,2,0
カーブ,25,8.0%,113.6,4,6,4,10,56.0%,44.4%,.000,3,0,0,2,0,0
フォーク,25,8.0%,135.5,2,1,3,12,24.0%,16.7%,.429,7,3,0,0,0,0
チェンジアップ,22,7.0%,130.4,9,2,2,7,59.1%,69.2%,.167,6,1,0,4,1,0
カットボール,17,5.4%,136.5,2,0,1,9,17.6%,25.0%,.200,5,1,0,0,1,1
ツーシーム,14,4.5%,141.6,3,1,3,5,50.0%,37.5%,.000,3,0,0,1,0,0
ナックルカーブ,6,1.9%,125.7,0,3,1,2,66.7%,0.0%,-,0,0,0,0,0,0
パワーカーブ,4,1.3%,125.7,0,1,0,1,25.0%,0.0%,1.000,2,2,0,0,0,0
縦スライダー,3,1.0%,130.5,0,1,1,0,66.7%,0.0%,.000,1,0,0,0,0,0
シンカー,3,1.0%,137.7,0,0,1,1,33.3%,0.0%,.000,1,0,0,0,0,0
