条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.242,149,124,30,3,0,6,6,36,21,4,0,0,0.369
1塁,0.342,75,73,25,2,0,6,13,11,2,0,0,0,0.36
2塁,0.375,8,8,3,1,0,0,3,1,0,0,0,0,0.375
3塁,0.333,6,3,1,0,0,0,1,0,3,0,0,0,0.667
1・2塁,0.381,23,21,8,1,0,0,5,8,1,1,0,0,0.435
1・3塁,0.5,6,6,3,2,0,0,3,1,0,0,0,0,0.5
2・3塁,0.0,3,3,0,0,0,0,0,1,0,0,0,0,0.0
満塁,0.6,6,5,3,0,0,1,8,1,0,1,0,0,0.667
得点圏,0.391,52,46,18,4,0,1,20,12,4,2,0,0,0.462
