種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.3,12,1,11,1,1,6,0,6,0,0,1,15.2,14,0,10,4,1,4,4,1.15,0.255,10.8,3.56
Visitor,1.59,11,2,9,1,0,1,0,2,1,1,0,17.0,15,2,15,5,1,3,3,1.18,0.242,4.5,9.0
