球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,245,45.0%,149.6,20,45,56,76,49.4%,16.1%,0.222,54,12,1,13,4,0
チェンジアップ,211,38.8%,139.1,39,35,29,69,48.8%,36.4%,0.224,49,11,1,11,3,2
スライダー,52,9.6%,135.3,6,10,3,25,36.5%,35.3%,0.375,8,3,0,0,1,0
ナックルカーブ,19,3.5%,127.2,1,4,1,12,31.6%,33.3%,0.0,1,0,0,0,0,0
ナックル,7,1.3%,128.9,0,1,0,5,14.3%,0.0%,0.0,2,0,0,1,0,0
カーブ,5,0.9%,129.8,0,0,1,3,20.0%,0.0%,1.0,1,1,0,0,0,0
カットボール,5,0.9%,140.5,0,0,1,2,20.0%,0.0%,1.0,2,2,0,0,0,0
