球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.190,42,135,121,7,23,3,0,3,35,15,28,5,1,3,3,3,0,2,1,.235,.289,0.524
甲子園,.346,8,27,26,1,9,1,0,0,10,2,2,1,0,0,0,0,0,0,1,.370,.385,0.755
横浜,.143,6,15,14,0,2,0,0,0,2,0,5,1,0,0,0,0,0,0,0,.200,.143,0.343
マツダスタジアム,.381,6,22,21,3,8,2,0,0,10,0,5,1,0,0,0,0,0,0,0,.409,.476,0.885
神宮,.417,5,12,12,1,5,1,0,1,9,1,2,0,0,0,0,0,0,0,0,.417,.750,1.167
バンテリンドーム,.143,7,22,21,3,3,0,0,0,3,1,7,1,0,0,0,0,0,0,0,.182,.143,0.325
Ce その他,.385,4,14,13,3,5,1,0,1,9,2,4,1,0,0,0,0,0,0,0,.429,.692,1.121
みずほPayPay,.167,3,13,12,1,2,0,0,0,2,0,5,1,0,0,0,0,0,1,0,.231,.167,0.397
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.083,3,14,12,2,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,.214,.083,0.298
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.250,3,12,12,1,3,2,0,0,5,0,1,0,0,0,0,0,0,0,0,.250,.417,0.667
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
