打率.234,試合50,打席135,打数124,得点14,安打29,内安3,内安率10.3,２Ｂ5,３Ｂ0,本塁2,HR勝敗2-0-0,塁打40,打点5,三振38
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
7,0,1,2,1,5,0,100.0,0,0,1,.167,.278,.323,.601
