月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
5月,.259,11,30,27,3,7,1,0,0,8,0,8,2,0,0,1,0,1,0,0,.310,.296,0.607
6月,.320,15,31,25,3,8,1,0,0,9,2,8,4,0,0,1,1,1,0,0,.400,.360,0.76
7月,.200,14,50,50,6,10,2,0,2,18,3,12,0,0,0,0,0,2,0,0,.200,.360,0.56
8月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
9月,.200,8,21,20,2,4,1,0,0,5,0,9,1,0,0,0,0,1,0,0,.238,.250,0.488
10月,.000,2,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,.333,.000,0.333
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
