左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
40.5% (34),40.5% (34),40.5% (34),17.9% (15),17.9% (15),17.9% (15),41.7% (35),41.7% (35),41.7% (35)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
37.0% (10),0.0% (0),43.6% (24),25.9% (7),0.0% (0),14.5% (8),37.0% (10),100.0% (2),41.8% (23)
