球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
シュート,205,30.2%,144.9,15,39,32,62,42.0%,14.4%,0.322,59,19,0,5,4,2
スライダー,170,25.0%,130.9,37,24,16,61,45.3%,43.5%,0.159,44,7,0,12,1,0
フォーク,160,23.6%,132.6,34,13,21,62,42.5%,40.0%,0.256,39,10,0,9,3,0
ストレート,135,19.9%,145.1,3,34,24,52,45.2%,6.1%,0.179,28,5,0,7,4,0
シンカー,9,1.3%,129.4,3,1,1,3,55.6%,60.0%,0.0,3,0,0,2,0,0
