種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,0.0,8,0,8,0,0,3,1,3,1,0,0,7.0,6,0,6,0,1,1,0,0.86,0.214,-,7.0
Nighter,1.38,42,0,42,3,3,18,3,21,6,3,3,39.0,35,0,29,14,1,7,6,1.26,0.241,-,5.57
