種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,0.36,25,0,25,2,1,6,2,8,4,2,1,25.0,16,0,35,5,1,2,1,0.84,0.186,-,12.5
Visitor,2.52,26,0,26,0,2,13,0,13,0,0,2,25.0,16,2,40,9,1,7,7,1.0,0.182,-,3.57
