アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,22,15.0%,安打,32,66.7%
フライ,46,31.3%,四死球,16,33.3%
空三振,62,42.2%,失策出塁,0,0.0%
見三振,13,8.8%,野選,0,0.0%
犠打,4,2.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
