条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.268,46,41,11,4,0,0,14,3,1,1,0
対左打者,0.327,57,49,16,4,0,2,11,5,3,0,0
