球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,275,70.3%,147.8,32,42,60,96,48.7%,23.4%,.283,60,17,2,16,5,4
スライダー,85,21.7%,128.5,13,18,13,31,51.8%,36.1%,.333,15,5,0,5,1,0
フォーク,26,6.6%,132.6,5,0,3,9,30.8%,29.4%,.231,13,3,0,4,0,0
カットボール,3,0.8%,140.3,0,1,0,0,33.3%,0.0%,1.000,2,2,0,0,0,0
シンカー,1,0.3%,-,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
ツーシーム,1,0.3%,-,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
