種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,5.06,7,0,7,0,1,1,0,1,0,0,1,5.1,8,1,7,3,2,3,3,2.06,0.32,-,1.78
Nighter,2.81,15,0,15,1,0,2,1,3,2,1,0,16.0,19,1,18,5,2,5,5,1.5,0.292,-,3.2
