条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.222,21,18,4,0,0,1,8,3,0,0,0
対左打者,0.333,24,21,7,0,0,1,3,3,0,0,0
