アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,113,32.8%,安打,132,70.6%
フライ,102,29.7%,四死球,52,27.8%
空三振,106,30.8%,失策出塁,3,1.6%
見三振,23,6.7%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
