打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,112,34,0.304,10,27,15,0,0,0.386
2打席目,118,38,0.322,6,28,9,0,0,0.37
3打席目,113,26,0.23,7,31,11,0,0,0.298
4打席目,100,23,0.23,9,29,15,0,3,0.322
5打席目以上,28,9,0.321,0,12,2,0,0,0.367
