条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.458,62,59,27,6,0,6,0,3,0,0,0,0.484
1-0より,0.4,30,30,12,1,0,4,0,0,0,0,0,0.4
2-0より,0.222,12,9,2,0,0,2,0,2,0,0,1,0.333
3-0より,1.0,16,3,3,1,0,2,0,13,0,0,0,1.0
0-1より,0.27,38,37,10,1,0,3,0,0,0,0,1,0.263
1-1より,0.408,50,49,20,2,0,3,0,0,0,0,1,0.4
2-1より,0.375,32,32,12,2,0,6,0,0,0,0,0,0.375
3-1より,0.5,19,10,5,0,0,1,0,9,0,0,0,0.737
0-2より,0.027,37,37,1,0,0,0,24,0,0,0,0,0.027
1-2より,0.189,74,74,14,3,0,1,40,0,0,0,0,0.189
2-2より,0.167,84,84,14,1,0,3,41,0,0,0,0,0.167
3-2より,0.231,77,52,12,0,0,1,24,25,0,0,0,0.481
