球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
エスコンＦ,.293,68,280,246,36,72,9,0,24,153,58,66,33,4,0,0,1,0,0,0,.375,.622,0.997
みずほPayPay,.088,9,35,34,1,3,0,0,0,3,0,15,1,0,0,0,0,0,0,0,.114,.088,0.203
ZOZOマリン,.343,10,40,35,5,12,1,0,1,16,8,10,4,0,0,0,1,0,0,0,.400,.457,0.857
楽天モバイル,.296,13,57,54,5,16,3,0,2,25,7,10,3,0,0,0,0,0,0,0,.333,.463,0.796
京セラD大阪,.270,11,40,37,4,10,0,0,2,16,9,5,3,0,0,0,0,0,0,0,.325,.432,0.757
ベルーナドーム,.293,12,46,41,10,12,2,0,2,20,6,15,4,1,0,0,1,0,0,0,.348,.488,0.836
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,.308,4,16,13,0,4,1,0,0,5,0,5,3,0,0,0,0,0,0,0,.438,.385,0.822
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.250,2,8,8,1,2,1,0,1,6,2,1,0,0,0,0,0,0,0,0,.250,.750,1.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.125,3,9,8,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,.222,.125,0.347
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
