打率.277,試合132,打席531,打数476,得点62,安打132,内安4,内安率3.0,２Ｂ17,３Ｂ0,本塁32,HR勝敗21-8-1,塁打245,打点90,三振129
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
52,5,0,0,3,0,0,-,0,0,8,.361,.347,.515,.861
