条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.246,365,333,82,10,0,19,104,31,0,0,1
対左投手,0.35,166,143,50,7,0,13,25,21,0,0,2
