条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.298,51,47,14,3,0,2,2,3,3,1,0,0,.353
1塁,.286,15,14,4,0,0,0,0,2,1,0,0,0,.333
2塁,.250,6,4,1,0,0,0,0,0,1,1,0,0,.500
3塁,.250,4,4,1,1,0,0,1,1,0,0,0,0,.250
1・2塁,.000,5,5,0,0,0,0,0,0,0,0,0,0,.000
1・3塁,.000,5,3,0,0,0,0,2,1,1,0,0,1,.200
2・3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
満塁,.250,4,4,1,0,0,0,1,1,0,0,0,0,.250
得点圏,.150,24,20,3,1,0,0,4,3,2,1,0,1,.250
