左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
41.7% (30),41.7% (30),41.7% (30),29.2% (21),29.2% (21),29.2% (21),29.2% (21),29.2% (21),29.2% (21)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
15.8% (3),50.0% (1),51.0% (26),31.6% (6),50.0% (1),27.5% (14),52.6% (10),0.0% (0),21.6% (11)
