打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,15,5,0.333,1,0,0,0,1,0.313
2打席目,15,4,0.267,0,1,0,0,0,0.267
3打席目,14,3,0.214,0,1,1,0,0,0.267
4打席目,11,5,0.455,1,0,1,0,0,0.5
5打席目以上,3,0,0.0,0,0,2,0,0,0.4
