アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,29,30.5%,安打,30,81.1%
フライ,45,47.4%,四死球,5,13.5%
空三振,14,14.7%,失策出塁,2,5.4%
見三振,5,5.3%,野選,0,0.0%
犠打,2,2.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
