球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,19,51.4%,144.8,0,3,2,9,26.3%,0.0%,.000,3,0,0,0,2,0
スライダー,9,24.3%,128.7,0,1,0,4,11.1%,0.0%,.333,3,1,0,0,0,0
カットボール,3,8.1%,133.7,0,0,0,3,0.0%,-%,-,0,0,0,0,0,0
チェンジアップ,2,5.4%,133.0,1,0,0,0,50.0%,50.0%,.000,1,0,0,0,0,0
ツーシーム,2,5.4%,134.5,0,1,0,0,50.0%,0.0%,.000,1,0,0,0,0,0
カーブ,1,2.7%,-,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
フォーク,1,2.7%,135.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
