種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,3.22,5,5,0,0,2,0,0,0,0,0,0,22.1,23,0,10,9,1,10,8,1.43,0.277,1.73,-
Nighter,5.14,9,9,0,2,4,0,0,0,0,0,0,42.0,57,1,20,14,3,28,24,1.69,0.333,3.56,-
