球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
楽天モバイル,4.94,5,5,0,1,3,0,0,0,0,0,0,23.2,27,0,15,9,1,14,13,1.52,0.293,2.05,-
みずほPayPay,1.93,2,2,0,0,1,0,0,0,0,0,0,9.1,8,0,3,3,1,4,2,1.18,0.242,0.82,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,0.00,1,1,0,0,0,0,0,0,0,0,0,2.0,2,0,2,0,0,0,0,1.0,0.25,0.00,-
京セラD大阪,10.80,2,2,0,0,1,0,0,0,0,0,0,6.2,16,0,2,5,0,9,8,3.15,0.471,4.50,-
ベルーナドーム,3.27,2,2,0,1,0,0,0,0,0,0,0,11.0,12,1,3,4,2,4,4,1.45,0.293,5.54,-
Pa その他,1.35,1,1,0,0,1,0,0,0,0,0,0,6.2,8,0,3,0,0,3,1,0.15,1.0,1.50,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,7.20,1,1,0,0,0,0,0,0,0,0,0,5.0,7,0,2,2,0,4,4,1.8,0.35,4.50,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
