アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,53,36.8%,安打,49,77.8%
フライ,58,40.3%,四死球,13,20.6%
空三振,24,16.7%,失策出塁,1,1.6%
見三振,5,3.5%,野選,0,0.0%
犠打,4,2.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
