種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,2.39,5,5,0,0,1,0,0,0,0,0,0,26.1,25,2,18,6,0,7,7,1.18,0.253,1.5,-
Nighter,3.86,4,4,0,0,3,0,0,0,0,0,0,23.1,24,1,11,5,2,10,10,1.24,0.267,0.72,-
