球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,321,41.2%,144.4,14,68,62,110,44.9%,9.8%,0.274,73,20,1,9,5,1
スライダー,207,26.5%,126.4,27,45,28,60,48.3%,26.5%,0.164,55,9,0,9,5,1
フォーク,135,17.3%,138.6,23,6,18,59,34.8%,32.9%,0.256,39,10,1,10,1,0
ツーシーム,79,10.1%,143.2,4,12,19,27,44.3%,10.0%,0.471,17,8,1,1,0,0
カーブ,38,4.9%,113.4,0,15,4,14,50.0%,0.0%,0.4,5,2,0,0,0,0
