球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,78,48.1%,141.3,5,19,8,35,41.0%,20.8%,0.286,14,4,0,3,4,0
チェンジアップ,33,20.4%,125.2,1,8,3,12,36.4%,7.7%,0.5,8,4,1,0,0,0
カットボール,22,13.6%,127.6,0,4,3,10,31.8%,0.0%,0.0,5,0,0,0,1,0
スライダー,14,8.6%,120.2,0,2,2,7,28.6%,0.0%,0.0,3,0,0,0,0,0
カーブ,11,6.8%,110.6,1,1,0,7,18.2%,33.3%,0.5,2,1,0,0,0,0
スプリット,4,2.5%,132.0,0,0,1,1,25.0%,0.0%,0.5,2,1,0,0,0,0
