条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.316,24,19,6,3,0,1,3,4,0,0,1
対左打者,0.267,16,15,4,0,0,0,0,1,0,0,0
