アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,42,24.6%,安打,51,70.8%
フライ,79,46.2%,四死球,17,23.6%
空三振,44,25.7%,失策出塁,4,5.6%
見三振,6,3.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
