球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,264,50.4%,147.0,12,58,49,118,45.1%,13.6%,0.233,43,10,1,16,13,0
カーブ,94,17.9%,119.9,7,21,9,39,39.4%,20.6%,0.15,20,3,0,2,3,1
カットボール,88,16.8%,139.8,12,17,16,20,51.1%,23.5%,0.481,27,13,3,4,0,0
チェンジアップ,52,9.9%,132.6,10,5,7,19,42.3%,35.7%,0.25,12,3,0,1,1,0
フォーク,26,5.0%,138.1,3,0,4,16,26.9%,30.0%,0.4,5,2,0,2,0,0
