条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.274,117,106,29,4,0,1,18,7,2,0,2
対左打者,0.173,79,75,13,2,1,0,18,4,0,0,0
