左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
57.4% (105),57.4% (105),57.4% (105),16.9% (31),16.9% (31),16.9% (31),25.7% (47),25.7% (47),25.7% (47)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
65.0% (39),61.5% (8),52.7% (58),13.3% (8),23.1% (3),18.2% (20),21.7% (13),15.4% (2),29.1% (32)
