条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.204,97,93,19,3,1,1,1,32,4,0,0,0,0.237
1塁,0.265,40,34,9,1,0,1,3,4,3,1,2,0,0.342
2塁,0.111,18,18,2,0,0,0,0,7,0,0,0,0,0.111
3塁,0.0,5,5,0,0,0,0,0,1,0,0,0,0,0.0
1・2塁,0.278,19,18,5,1,1,0,3,1,1,0,0,0,0.316
1・3塁,1.0,2,1,1,0,0,0,2,0,0,0,0,1,0.5
2・3塁,0.0,6,4,0,0,0,0,0,2,2,0,0,0,0.333
満塁,0.167,6,6,1,0,0,0,1,3,0,0,0,0,0.167
得点圏,0.173,56,52,9,1,1,0,6,14,3,0,0,1,0.214
