打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,38,8,0.211,1,7,1,0,0,0.231
2打席目,35,5,0.143,0,11,4,0,0,0.231
3打席目,35,9,0.257,0,13,1,0,1,0.27
4打席目,22,4,0.182,0,6,1,2,0,0.217
5打席目以上,7,1,0.143,0,0,0,0,0,0.143
