左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
25.6% (33),25.6% (33),25.6% (33),26.4% (34),26.4% (34),26.4% (34),48.1% (62),48.1% (62),48.1% (62)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
14.3% (5),0.0% (0),30.4% (28),34.3% (12),50.0% (1),22.8% (21),51.4% (18),50.0% (1),46.7% (43)
