チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.3,15,31,30,1,9,1,1,1,15,4,7,1,0,0,0,0,0,0,1,0.323,0.5,0.823
阪神,0.179,14,30,28,5,5,2,0,0,7,2,7,1,0,0,1,0,0,0,0,0.207,0.25,0.457
ＤｅＮＡ,0.267,15,49,45,5,12,1,1,1,18,2,14,3,1,0,0,1,0,0,0,0.306,0.4,0.706
広島,0.105,13,22,19,0,2,0,0,0,2,1,3,3,0,0,0,0,0,0,0,0.227,0.105,0.333
ヤクルト,0.114,15,39,35,3,4,1,0,0,5,1,13,2,0,1,1,0,0,0,1,0.184,0.143,0.327
