種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,6.75,2,2,0,0,2,0,0,0,0,0,0,8.0,9,1,6,5,0,7,6,1.75,0.281,1.13,-
Visitor,2.12,4,3,1,1,0,0,0,0,0,0,0,17.0,13,0,11,8,0,4,4,1.24,0.213,1.5,2.00
