球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,133,54.7%,149.0,12,23,33,39,51.1%,16.9%,.200,30,6,0,5,4,0
ツーシーム,34,14.0%,147.8,4,3,8,12,44.1%,21.1%,.250,8,2,1,1,0,0
スライダー,33,13.6%,127.2,6,7,4,9,51.5%,35.3%,.400,10,4,2,3,0,0
フォーク,32,13.2%,136.7,5,0,3,16,25.0%,31.3%,.400,10,4,0,2,0,0
スプリット,8,3.3%,141.3,0,0,3,5,37.5%,0.0%,-,0,0,0,0,0,0
カーブ,2,0.8%,109.0,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
チェンジアップ,1,0.4%,131.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
