種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,3.38,8,0,8,1,1,0,0,1,1,1,1,8.0,6,1,7,2,0,6,3,1.0,0.2,-,1.33
Nighter,4.26,6,0,6,0,0,2,0,2,0,0,0,6.1,10,2,4,2,0,4,3,1.89,0.357,-,1.58
