種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,4.66,9,0,9,0,1,1,0,1,0,0,1,9.2,13,2,7,3,0,9,5,1.66,0.31,-,1.07
Visitor,1.93,5,0,5,1,0,1,0,2,1,1,0,4.2,3,1,4,1,0,1,1,0.86,0.188,-,4.67
