防御率3.77,試合14,先発0,救援14,連投(試)0,連投(日)0,勝利1,敗戦1,HLD2,Ｓ0,ＨＰ3,ＳＰ1,救勝1,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.500,14.1,63,243,17.0,16,3,11,4,0,0,1,0,10,6,1.40,-
