条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.197,64,61,12,4,0,1,23,2,1,0,0
対左投手,0.19,21,21,4,0,0,1,9,0,0,0,0
