打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.2,4,15,15,1,3,1,0,1,7,2,6,0,0,0,0,0,0,0,0,0.2,0.467,0.667
Nighter,0.194,19,70,67,2,13,3,0,1,19,7,26,2,0,1,0,0,0,0,0,0.229,0.284,0.512
