条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.385,19,13,5,4,0,0,0,1,0,4,1,0.4
1-0より,0.2,7,5,1,1,0,0,0,0,0,1,1,0.167
2-0より,0.0,2,2,0,0,0,0,0,0,0,0,0,0.0
3-0より,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0
0-1より,0.3,21,20,6,1,0,0,0,0,0,1,0,0.3
1-1より,0.579,19,19,11,2,0,2,0,0,0,0,0,0.579
2-1より,0.444,9,9,4,1,0,0,0,0,0,0,0,0.444
3-1より,1.0,3,2,2,1,0,0,0,1,0,0,0,1.0
0-2より,0.0,3,2,0,0,0,0,2,0,1,0,0,0.333
1-2より,0.2,21,20,4,2,0,0,5,0,1,0,0,0.238
2-2より,0.417,12,12,5,0,0,1,2,0,0,0,0,0.417
3-2より,0.4,17,10,4,2,0,0,0,7,0,0,0,0.647
