防御率8.13,試合8,先発7,救援1,連投(試)0,連投(日)0,勝利2,敗戦4,HLD1,Ｓ0,ＨＰ1,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.333,27.2,134,482,17.4,42,3,9,9,1,2,0,0,28,25,1.84,28.6%
