チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,8.64,3,2,1,0,1,1,0,1,0,0,0,8.1,11,2,2,1,2,8,8,1.44,0.333,2.00,99.00
阪神,3.21,3,3,0,2,1,0,0,0,0,0,0,14.0,16,1,7,4,0,7,5,1.43,0.296,5.82,-
ＤｅＮＡ,12.46,1,1,0,0,1,0,0,0,0,0,0,4.1,8,0,0,2,0,7,6,2.31,0.421,2.25,-
広島,54.00,1,1,0,0,1,0,0,0,0,0,0,1.0,7,0,0,2,0,6,6,9.0,0.778,0.00,-
中日,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
