条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.375,66,56,21,10,0,2,3,6,2,2,0
対左打者,0.356,68,59,21,4,0,1,6,3,0,4,2
