打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,25,4,0.16,0,5,5,1,0,0.3
2打席目,28,8,0.286,0,7,3,0,0,0.355
3打席目,26,6,0.231,1,7,1,0,1,0.25
4打席目,15,4,0.267,0,5,0,0,0,0.267
5打席目以上,1,0,0.0,0,1,0,0,0,0.0
