アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,48,31.4%,安打,55,76.4%
フライ,43,28.1%,四死球,15,20.8%
空三振,47,30.7%,失策出塁,2,2.8%
見三振,10,6.5%,野選,0,0.0%
犠打,5,3.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
